user_id;post_id;comment_id;reaction_type;created_at
12;NULL;27;'haha';2025-04-16 15:30:21
45;NULL;28;'angry';2025-04-16 15:30:21
48;NULL;28;'sad';2025-04-16 15:30:21
24;NULL;29;'angry';2025-04-16 15:30:21
43;NULL;29;'wow';2025-04-16 15:30:21
45;NULL;29;'wow';2025-04-16 15:30:21
28;NULL;29;'like';2025-04-16 15:30:21
50;NULL;29;'sad';2025-04-16 15:30:21
16;NULL;29;'wow';2025-04-16 15:30:21
31;NULL;29;'angry';2025-04-16 15:30:21
24;NULL;30;'angry';2025-04-16 15:30:21
7;NULL;30;'angry';2025-04-16 15:30:21
19;NULL;30;'like';2025-04-16 15:30:21
22;NULL;30;'haha';2025-04-16 15:30:21
20;NULL;31;'sad';2025-04-16 15:30:21
26;NULL;31;'like';2025-04-16 15:30:21
25;NULL;31;'like';2025-04-16 15:30:21
29;NULL;31;'angry';2025-04-16 15:30:21
17;NULL;31;'like';2025-04-16 15:30:21
18;NULL;31;'haha';2025-04-16 15:30:21
4;NULL;32;'sad';2025-04-16 15:30:21
16;NULL;32;'wow';2025-04-16 15:30:21
31;NULL;33;'angry';2025-04-16 15:30:21
10;NULL;33;'love';2025-04-16 15:30:21
50;NULL;33;'haha';2025-04-16 15:30:21
32;NULL;33;'sad';2025-04-16 15:30:21
23;NULL;33;'like';2025-04-16 15:30:21
15;NULL;33;'haha';2025-04-16 15:30:21
39;NULL;33;'haha';2025-04-16 15:30:21
48;NULL;34;'love';2025-04-16 15:30:21
35;7;NULL;'angry';2025-04-16 15:30:21
9;7;NULL;'angry';2025-04-16 15:30:21
3;7;NULL;'like';2025-04-16 15:30:21
47;7;NULL;'sad';2025-04-16 15:30:21
1;7;NULL;'haha';2025-04-16 15:30:21
46;7;NULL;'haha';2025-04-16 15:30:21
50;7;NULL;'love';2025-04-16 15:30:21
39;NULL;35;'like';2025-04-16 15:30:21
5;NULL;35;'sad';2025-04-16 15:30:21
46;NULL;36;'sad';2025-04-16 15:30:21
25;NULL;36;'like';2025-04-16 15:30:21
44;NULL;36;'sad';2025-04-16 15:30:21
23;NULL;36;'sad';2025-04-16 15:30:21
42;NULL;36;'haha';2025-04-16 15:30:21
32;NULL;36;'wow';2025-04-16 15:30:21
24;NULL;36;'sad';2025-04-16 15:30:21
24;NULL;36;'angry';2025-04-16 15:30:21
6;NULL;36;'wow';2025-04-16 15:30:21
31;NULL;37;'haha';2025-04-16 15:30:21
48;NULL;37;'angry';2025-04-16 15:30:21
12;NULL;37;'haha';2025-04-16 15:30:21
36;NULL;37;'wow';2025-04-16 15:30:21
25;NULL;37;'angry';2025-04-16 15:30:21
47;NULL;38;'love';2025-04-16 15:30:21
24;NULL;38;'wow';2025-04-16 15:30:21
33;NULL;38;'sad';2025-04-16 15:30:21
43;NULL;38;'haha';2025-04-16 15:30:21
49;NULL;39;'like';2025-04-16 15:30:21
16;NULL;39;'haha';2025-04-16 15:30:21
6;NULL;39;'haha';2025-04-16 15:30:21
44;NULL;39;'haha';2025-04-16 15:30:21
43;NULL;40;'love';2025-04-16 15:30:21
22;NULL;40;'wow';2025-04-16 15:30:21
36;NULL;40;'haha';2025-04-16 15:30:21
34;NULL;41;'sad';2025-04-16 15:30:21
15;NULL;41;'like';2025-04-16 15:30:21
24;NULL;41;'love';2025-04-16 15:30:21
43;NULL;41;'haha';2025-04-16 15:30:21
28;NULL;42;'like';2025-04-16 15:30:21
41;NULL;42;'wow';2025-04-16 15:30:21
29;NULL;42;'like';2025-04-16 15:30:21
26;NULL;42;'haha';2025-04-16 15:30:21
29;NULL;42;'wow';2025-04-16 15:30:21
35;NULL;42;'sad';2025-04-16 15:30:21
17;NULL;42;'angry';2025-04-16 15:30:21
18;NULL;42;'wow';2025-04-16 15:30:21
32;NULL;42;'haha';2025-04-16 15:30:21
24;8;NULL;'like';2025-04-16 15:30:21
11;8;NULL;'haha';2025-04-16 15:30:21
10;8;NULL;'haha';2025-04-16 15:30:21
34;8;NULL;'sad';2025-04-16 15:30:21
15;8;NULL;'sad';2025-04-16 15:30:21
21;8;NULL;'haha';2025-04-16 15:30:21
13;8;NULL;'sad';2025-04-16 15:30:21
9;8;NULL;'wow';2025-04-16 15:30:21
43;NULL;43;'sad';2025-04-16 15:30:21
25;NULL;43;'wow';2025-04-16 15:30:21
42;NULL;43;'like';2025-04-16 15:30:21
8;NULL;43;'like';2025-04-16 15:30:21
44;NULL;44;'wow';2025-04-16 15:30:21
44;NULL;44;'love';2025-04-16 15:30:21
46;NULL;44;'love';2025-04-16 15:30:21
20;NULL;45;'angry';2025-04-16 15:30:21
35;NULL;45;'haha';2025-04-16 15:30:21
5;NULL;45;'wow';2025-04-16 15:30:21
21;NULL;45;'haha';2025-04-16 15:30:21
9;NULL;46;'sad';2025-04-16 15:30:21
3;NULL;46;'like';2025-04-16 15:30:21
32;NULL;47;'wow';2025-04-16 15:30:21
17;NULL;47;'like';2025-04-16 15:30:21
41;NULL;47;'love';2025-04-16 15:30:21
12;NULL;48;'angry';2025-04-16 15:30:21
26;NULL;48;'haha';2025-04-16 15:30:21
50;NULL;48;'haha';2025-04-16 15:30:21
35;NULL;48;'wow';2025-04-16 15:30:21
15;NULL;48;'sad';2025-04-16 15:30:21
21;NULL;48;'haha';2025-04-16 15:30:21
11;NULL;48;'haha';2025-04-16 15:30:21
37;NULL;49;'wow';2025-04-16 15:30:21
26;NULL;49;'wow';2025-04-16 15:30:21
48;NULL;50;'haha';2025-04-16 15:30:21
33;NULL;50;'wow';2025-04-16 15:30:21
13;NULL;50;'haha';2025-04-16 15:30:21
27;NULL;50;'love';2025-04-16 15:30:21
46;NULL;50;'like';2025-04-16 15:30:21
26;NULL;50;'wow';2025-04-16 15:30:21
7;NULL;50;'angry';2025-04-16 15:30:21
37;NULL;50;'like';2025-04-16 15:30:21
15;NULL;51;'sad';2025-04-16 15:30:21
23;NULL;51;'love';2025-04-16 15:30:21
28;NULL;51;'wow';2025-04-16 15:30:21
42;9;NULL;'love';2025-04-16 15:30:21
44;9;NULL;'like';2025-04-16 15:30:21
27;9;NULL;'angry';2025-04-16 15:30:21
26;NULL;52;'haha';2025-04-16 15:30:21
2;NULL;52;'angry';2025-04-16 15:30:21
17;NULL;52;'sad';2025-04-16 15:30:21
38;NULL;52;'angry';2025-04-16 15:30:21
14;NULL;52;'love';2025-04-16 15:30:21
2;NULL;52;'sad';2025-04-16 15:30:21
39;NULL;52;'like';2025-04-16 15:30:21
19;NULL;53;'haha';2025-04-16 15:30:21
49;NULL;53;'like';2025-04-16 15:30:21
20;NULL;53;'wow';2025-04-16 15:30:21
6;NULL;53;'like';2025-04-16 15:30:21
16;NULL;53;'haha';2025-04-16 15:30:21
19;NULL;53;'wow';2025-04-16 15:30:21
10;NULL;53;'haha';2025-04-16 15:30:21
35;NULL;54;'like';2025-04-16 15:30:21
26;NULL;54;'wow';2025-04-16 15:30:21
13;NULL;54;'sad';2025-04-16 15:30:21
20;NULL;55;'like';2025-04-16 15:30:21
15;NULL;55;'wow';2025-04-16 15:30:21
27;NULL;55;'wow';2025-04-16 15:30:21
49;NULL;55;'sad';2025-04-16 15:30:21
29;NULL;55;'wow';2025-04-16 15:30:21
48;NULL;55;'like';2025-04-16 15:30:21
2;NULL;55;'angry';2025-04-16 15:30:21
46;NULL;56;'angry';2025-04-16 15:30:21
12;NULL;56;'sad';2025-04-16 15:30:21
11;NULL;56;'like';2025-04-16 15:30:21
16;NULL;56;'sad';2025-04-16 15:30:21
12;NULL;56;'wow';2025-04-16 15:30:21
21;NULL;56;'like';2025-04-16 15:30:21
48;NULL;57;'love';2025-04-16 15:30:21
9;10;NULL;'angry';2025-04-16 15:30:21
41;10;NULL;'sad';2025-04-16 15:30:21
42;10;NULL;'love';2025-04-16 15:30:21
1;10;NULL;'sad';2025-04-16 15:30:21
28;10;NULL;'love';2025-04-16 15:30:21
17;10;NULL;'angry';2025-04-16 15:30:21
31;10;NULL;'like';2025-04-16 15:30:21
13;10;NULL;'haha';2025-04-16 15:30:21
4;NULL;58;'angry';2025-04-16 15:30:21
19;NULL;58;'wow';2025-04-16 15:30:21
14;NULL;58;'wow';2025-04-16 15:30:21
7;NULL;59;'wow';2025-04-16 15:30:21
38;NULL;59;'sad';2025-04-16 15:30:21
38;NULL;59;'like';2025-04-16 15:30:21
25;NULL;59;'angry';2025-04-16 15:30:21
23;NULL;59;'sad';2025-04-16 15:30:21
6;NULL;60;'love';2025-04-16 15:30:21
9;NULL;60;'like';2025-04-16 15:30:21
31;NULL;60;'sad';2025-04-16 15:30:21
19;NULL;60;'haha';2025-04-16 15:30:21
9;NULL;60;'angry';2025-04-16 15:30:21
20;NULL;60;'like';2025-04-16 15:30:21
43;11;NULL;'wow';2025-04-16 15:30:21
5;11;NULL;'sad';2025-04-16 15:30:21
30;11;NULL;'sad';2025-04-16 15:30:21
23;11;NULL;'love';2025-04-16 15:30:21
18;11;NULL;'wow';2025-04-16 15:30:21
27;11;NULL;'love';2025-04-16 15:30:21
4;11;NULL;'wow';2025-04-16 15:30:21
43;11;NULL;'haha';2025-04-16 15:30:21
48;11;NULL;'love';2025-04-16 15:30:21
43;NULL;61;'angry';2025-04-16 15:30:21
25;NULL;61;'wow';2025-04-16 15:30:21
1;NULL;61;'love';2025-04-16 15:30:21
42;NULL;61;'love';2025-04-16 15:30:21
45;NULL;61;'like';2025-04-16 15:30:21
45;NULL;61;'wow';2025-04-16 15:30:21
3;NULL;61;'haha';2025-04-16 15:30:21
26;NULL;62;'love';2025-04-16 15:30:21
27;NULL;62;'like';2025-04-16 15:30:21
42;NULL;62;'love';2025-04-16 15:30:21
22;NULL;62;'haha';2025-04-16 15:30:21
27;NULL;62;'like';2025-04-16 15:30:21
3;NULL;62;'haha';2025-04-16 15:30:21
40;NULL;63;'haha';2025-04-16 15:30:21
19;NULL;63;'haha';2025-04-16 15:30:21
14;NULL;63;'like';2025-04-16 15:30:21
16;NULL;63;'love';2025-04-16 15:30:21
3;NULL;63;'sad';2025-04-16 15:30:21
34;NULL;63;'haha';2025-04-16 15:30:21
36;NULL;64;'sad';2025-04-16 15:30:21
49;NULL;64;'love';2025-04-16 15:30:21
1;NULL;64;'love';2025-04-16 15:30:21
13;NULL;65;'wow';2025-04-16 15:30:21
16;NULL;65;'angry';2025-04-16 15:30:21
34;NULL;65;'like';2025-04-16 15:30:21
45;NULL;65;'haha';2025-04-16 15:30:21
23;NULL;65;'love';2025-04-16 15:30:21
14;NULL;65;'haha';2025-04-16 15:30:21
24;NULL;65;'like';2025-04-16 15:30:21
1;NULL;66;'haha';2025-04-16 15:30:21
48;NULL;67;'sad';2025-04-16 15:30:21
31;NULL;67;'wow';2025-04-16 15:30:21
10;NULL;67;'love';2025-04-16 15:30:21
34;NULL;67;'love';2025-04-16 15:30:21
6;NULL;67;'haha';2025-04-16 15:30:21
21;NULL;67;'sad';2025-04-16 15:30:21
42;NULL;67;'sad';2025-04-16 15:30:21
21;NULL;67;'angry';2025-04-16 15:30:21
3;NULL;67;'wow';2025-04-16 15:30:21
31;NULL;67;'wow';2025-04-16 15:30:21
35;NULL;68;'like';2025-04-16 15:30:21
26;NULL;68;'angry';2025-04-16 15:30:21
3;NULL;68;'haha';2025-04-16 15:30:21
2;NULL;68;'haha';2025-04-16 15:30:21
37;NULL;68;'sad';2025-04-16 15:30:21
44;NULL;68;'like';2025-04-16 15:30:21
42;NULL;68;'like';2025-04-16 15:30:21
38;NULL;68;'wow';2025-04-16 15:30:21
41;NULL;68;'like';2025-04-16 15:30:21
32;NULL;68;'love';2025-04-16 15:30:21
9;12;NULL;'sad';2025-04-16 15:30:21
19;12;NULL;'sad';2025-04-16 15:30:21
10;12;NULL;'haha';2025-04-16 15:30:21
27;NULL;69;'angry';2025-04-16 15:30:21
14;NULL;69;'haha';2025-04-16 15:30:21
37;NULL;69;'sad';2025-04-16 15:30:21
25;NULL;69;'haha';2025-04-16 15:30:21
10;NULL;70;'like';2025-04-16 15:30:21
22;NULL;70;'angry';2025-04-16 15:30:21
24;NULL;71;'haha';2025-04-16 15:30:21
40;NULL;71;'wow';2025-04-16 15:30:21
23;NULL;71;'angry';2025-04-16 15:30:21
36;NULL;71;'haha';2025-04-16 15:30:21
6;NULL;71;'sad';2025-04-16 15:30:21
31;NULL;71;'like';2025-04-16 15:30:21
31;NULL;72;'haha';2025-04-16 15:30:21
40;NULL;72;'love';2025-04-16 15:30:21
4;NULL;72;'haha';2025-04-16 15:30:21
20;NULL;73;'sad';2025-04-16 15:30:21
36;NULL;73;'haha';2025-04-16 15:30:21
18;NULL;73;'love';2025-04-16 15:30:21
4;13;NULL;'love';2025-04-16 15:30:21
46;13;NULL;'sad';2025-04-16 15:30:21
44;13;NULL;'sad';2025-04-16 15:30:21
20;13;NULL;'like';2025-04-16 15:30:21
19;13;NULL;'love';2025-04-16 15:30:21
3;13;NULL;'angry';2025-04-16 15:30:21
43;13;NULL;'sad';2025-04-16 15:30:21
6;13;NULL;'angry';2025-04-16 15:30:21
41;13;NULL;'angry';2025-04-16 15:30:21
27;NULL;74;'angry';2025-04-16 15:30:21
35;NULL;74;'haha';2025-04-16 15:30:21
44;NULL;74;'haha';2025-04-16 15:30:21
29;NULL;74;'like';2025-04-16 15:30:21
30;NULL;74;'love';2025-04-16 15:30:21
11;NULL;74;'angry';2025-04-16 15:30:21
48;NULL;74;'like';2025-04-16 15:30:21
11;NULL;75;'like';2025-04-16 15:30:21
38;NULL;75;'like';2025-04-16 15:30:21
38;NULL;75;'angry';2025-04-16 15:30:21
48;NULL;75;'like';2025-04-16 15:30:21
5;NULL;75;'love';2025-04-16 15:30:21
24;NULL;76;'love';2025-04-16 15:30:21
35;NULL;76;'like';2025-04-16 15:30:21
19;NULL;76;'haha';2025-04-16 15:30:21
42;NULL;76;'wow';2025-04-16 15:30:21
22;NULL;76;'like';2025-04-16 15:30:21
41;NULL;76;'sad';2025-04-16 15:30:21
50;NULL;76;'like';2025-04-16 15:30:21
23;NULL;76;'wow';2025-04-16 15:30:21
33;NULL;77;'wow';2025-04-16 15:30:21
25;NULL;77;'like';2025-04-16 15:30:21
2;NULL;77;'sad';2025-04-16 15:30:21
7;NULL;77;'sad';2025-04-16 15:30:21
41;NULL;77;'wow';2025-04-16 15:30:21
26;NULL;77;'angry';2025-04-16 15:30:21
16;NULL;77;'haha';2025-04-16 15:30:21
19;NULL;77;'haha';2025-04-16 15:30:21
2;NULL;78;'wow';2025-04-16 15:30:21
17;NULL;78;'love';2025-04-16 15:30:21
17;NULL;78;'haha';2025-04-16 15:30:21
23;NULL;78;'love';2025-04-16 15:30:21
34;NULL;78;'love';2025-04-16 15:30:21
42;NULL;78;'love';2025-04-16 15:30:21
35;NULL;78;'wow';2025-04-16 15:30:21
41;NULL;78;'wow';2025-04-16 15:30:21
31;NULL;79;'sad';2025-04-16 15:30:21
20;NULL;79;'wow';2025-04-16 15:30:21
48;NULL;79;'sad';2025-04-16 15:30:21
36;NULL;79;'wow';2025-04-16 15:30:21
34;NULL;79;'haha';2025-04-16 15:30:21
32;NULL;79;'love';2025-04-16 15:30:21
40;NULL;79;'haha';2025-04-16 15:30:21
41;NULL;79;'like';2025-04-16 15:30:21
19;NULL;79;'love';2025-04-16 15:30:21
3;14;NULL;'angry';2025-04-16 15:30:21
8;14;NULL;'like';2025-04-16 15:30:21
42;14;NULL;'angry';2025-04-16 15:30:21
22;14;NULL;'sad';2025-04-16 15:30:21
4;14;NULL;'wow';2025-04-16 15:30:21
33;14;NULL;'wow';2025-04-16 15:30:21
27;14;NULL;'haha';2025-04-16 15:30:21
20;14;NULL;'wow';2025-04-16 15:30:21
9;NULL;80;'haha';2025-04-16 15:30:21
5;NULL;80;'sad';2025-04-16 15:30:21
12;NULL;80;'angry';2025-04-16 15:30:21
22;NULL;80;'like';2025-04-16 15:30:21
15;NULL;80;'wow';2025-04-16 15:30:21
26;NULL;80;'sad';2025-04-16 15:30:21
25;NULL;80;'like';2025-04-16 15:30:21
22;NULL;80;'wow';2025-04-16 15:30:21
49;NULL;81;'wow';2025-04-16 15:30:21
26;NULL;81;'haha';2025-04-16 15:30:21
49;NULL;81;'angry';2025-04-16 15:30:21
48;NULL;81;'sad';2025-04-16 15:30:21
8;NULL;81;'like';2025-04-16 15:30:21
33;NULL;81;'wow';2025-04-16 15:30:21
34;NULL;81;'love';2025-04-16 15:30:21
11;NULL;81;'love';2025-04-16 15:30:21
47;NULL;82;'like';2025-04-16 15:30:21
32;NULL;82;'sad';2025-04-16 15:30:21
36;NULL;83;'like';2025-04-16 15:30:21
10;NULL;83;'angry';2025-04-16 15:30:21
40;NULL;83;'sad';2025-04-16 15:30:21
34;NULL;83;'wow';2025-04-16 15:30:21
36;NULL;83;'love';2025-04-16 15:30:21
16;NULL;84;'haha';2025-04-16 15:30:21
8;NULL;84;'sad';2025-04-16 15:30:21
15;NULL;85;'angry';2025-04-16 15:30:21
9;NULL;85;'angry';2025-04-16 15:30:21
30;NULL;85;'like';2025-04-16 15:30:21
22;NULL;85;'sad';2025-04-16 15:30:21
3;NULL;85;'sad';2025-04-16 15:30:21
35;NULL;85;'love';2025-04-16 15:30:21
13;NULL;85;'like';2025-04-16 15:30:21
39;NULL;86;'love';2025-04-16 15:30:21
10;NULL;86;'wow';2025-04-16 15:30:21
42;NULL;86;'angry';2025-04-16 15:30:21
19;NULL;86;'like';2025-04-16 15:30:21
4;NULL;86;'angry';2025-04-16 15:30:21
28;NULL;86;'angry';2025-04-16 15:30:21
22;NULL;86;'like';2025-04-16 15:30:21
33;15;NULL;'wow';2025-04-16 15:30:21
4;15;NULL;'like';2025-04-16 15:30:21
42;15;NULL;'angry';2025-04-16 15:30:21
26;15;NULL;'like';2025-04-16 15:30:21
35;15;NULL;'sad';2025-04-16 15:30:21
25;15;NULL;'haha';2025-04-16 15:30:21
6;15;NULL;'haha';2025-04-16 15:30:21
48;NULL;87;'haha';2025-04-16 15:30:21
11;NULL;87;'haha';2025-04-16 15:30:21
11;NULL;87;'angry';2025-04-16 15:30:21
42;NULL;88;'sad';2025-04-16 15:30:21
7;NULL;88;'wow';2025-04-16 15:30:21
9;NULL;88;'wow';2025-04-16 15:30:21
23;NULL;89;'wow';2025-04-16 15:30:21
32;NULL;89;'sad';2025-04-16 15:30:21
26;NULL;89;'sad';2025-04-16 15:30:21
40;NULL;89;'love';2025-04-16 15:30:21
2;NULL;90;'wow';2025-04-16 15:30:21
48;NULL;90;'like';2025-04-16 15:30:21
19;NULL;90;'wow';2025-04-16 15:30:21
46;NULL;90;'sad';2025-04-16 15:30:21
48;NULL;90;'love';2025-04-16 15:30:21
39;NULL;91;'love';2025-04-16 15:30:21
14;NULL;91;'angry';2025-04-16 15:30:21
21;NULL;91;'haha';2025-04-16 15:30:21
18;NULL;91;'sad';2025-04-16 15:30:21
30;NULL;91;'like';2025-04-16 15:30:21
26;NULL;92;'haha';2025-04-16 15:30:21
26;NULL;92;'like';2025-04-16 15:30:21
30;NULL;92;'like';2025-04-16 15:30:21
8;NULL;92;'love';2025-04-16 15:30:21
39;NULL;92;'like';2025-04-16 15:30:21
25;NULL;93;'angry';2025-04-16 15:30:21
49;NULL;93;'angry';2025-04-16 15:30:21
19;NULL;93;'haha';2025-04-16 15:30:21
22;NULL;93;'love';2025-04-16 15:30:21
29;16;NULL;'angry';2025-04-16 15:30:21
17;16;NULL;'love';2025-04-16 15:30:21
37;16;NULL;'love';2025-04-16 15:30:21
37;16;NULL;'like';2025-04-16 15:30:21
25;16;NULL;'sad';2025-04-16 15:30:21
32;16;NULL;'haha';2025-04-16 15:30:21
25;16;NULL;'haha';2025-04-16 15:30:21
7;16;NULL;'haha';2025-04-16 15:30:21
46;NULL;94;'wow';2025-04-16 15:30:21
